order_id,complaint_id,complaint_type,complaint_date,resolution_time_hours
O123721,C009173,Food Quality,2025-11-13,35
O123740,C009174,Food Quality,2025-11-16,47
O123742,C009175,Wrong Item,2025-10-12,6
O123743,C009176,Wrong Item,2025-11-03,22
O123748,C009177,Late Delivery,2025-12-05,10
O123750,C009178,Food Quality,2025-10-21,5
O123799,C009179,Late Delivery,2025-11-29,8
O123825,C009180,Late Delivery,2025-10-11,31
O123832,C009181,App Issue,2025-11-10,34
O123840,C009182,Payment Failure,2025-12-22,4
O123884,C009183,Late Delivery,2025-12-20,41
O123904,C009184,Refund Not Processed,2025-12-08,8
O123931,C009185,Late Delivery,2025-12-24,14
O123952,C009186,Food Quality,2025-10-16,42
O123963,C009187,Refund Not Processed,2025-11-07,37
O123969,C009188,Late Delivery,2025-11-27,40
O123991,C009189,Food Quality,2025-11-01,20
O123997,C009190,Food Quality,2025-11-12,13
O124010,C009191,Food Quality,2025-12-22,46
O124014,C009192,Refund Not Processed,2025-10-09,36
O124034,C009193,Refund Not Processed,2025-12-14,8
O124035,C009194,Food Quality,2025-11-23,35
O124047,C009195,Late Delivery,2025-11-03,37
O124099,C009196,Food Quality,2025-11-08,34
O124107,C009197,App Issue,2025-12-20,8
O124143,C009198,Late Delivery,2025-12-07,40
O124164,C009199,Late Delivery,2025-11-10,23
O124165,C009200,Food Quality,2025-11-28,35
O124169,C009201,Refund Not Processed,2025-12-04,24
O124177,C009202,Refund Not Processed,2025-10-24,26
O124196,C009203,Late Delivery,2025-11-03,22
O124197,C009204,Food Quality,2025-10-16,44
O124203,C009205,Refund Not Processed,2025-10-01,43
O124206,C009206,App Issue,2025-11-07,17
O124231,C009207,Missing Item,2025-10-05,29
O124232,C009208,Payment Failure,2025-10-07,15
O124256,C009209,Late Delivery,2025-11-26,10
O124259,C009210,Food Quality,2025-11-13,10
O124273,C009211,Late Delivery,2025-12-24,30
O124296,C009212,App Issue,2025-11-24,34
O124306,C009213,Food Quality,2025-10-16,12
O124308,C009214,Refund Not Processed,2025-10-07,13
O124330,C009215,Late Delivery,2025-12-15,19
O124335,C009216,Late Delivery,2025-11-18,4
O124338,C009217,Refund Not Processed,2025-11-07,14
O124340,C009218,Late Delivery,2025-10-06,17
O124347,C009219,Refund Not Processed,2025-12-15,19
O124354,C009220,Refund Not Processed,2025-10-21,32
O124364,C009221,Late Delivery,2025-12-04,31
O124375,C009222,Refund Not Processed,2025-11-11,16
O124389,C009223,Payment Failure,2025-12-23,27
O124390,C009224,App Issue,2025-11-07,46
O124399,C009225,Late Delivery,2025-10-01,33
O124421,C009226,Refund Not Processed,2025-11-30,15
O124429,C009227,App Issue,2025-10-15,20
O124469,C009228,Wrong Item,2025-11-28,31
O124476,C009229,Refund Not Processed,2025-11-26,6
O124479,C009230,Late Delivery,2025-11-20,29
O124508,C009231,Missing Item,2025-11-30,30
O124518,C009232,Late Delivery,2025-11-04,4
O124520,C009233,App Issue,2025-11-18,36
O124540,C009234,Refund Not Processed,2025-10-16,27
O124551,C009235,Late Delivery,2025-11-14,19
O124554,C009236,Refund Not Processed,2025-10-29,15
O124562,C009237,Late Delivery,2025-11-11,14
O124586,C009238,Refund Not Processed,2025-11-23,32
O124589,C009239,Refund Not Processed,2025-12-10,30
O124608,C009240,Late Delivery,2025-10-18,32
O124629,C009241,Late Delivery,2025-10-14,36
O124644,C009242,Refund Not Processed,2025-10-31,43
O124650,C009243,Food Quality,2025-10-03,26
O124667,C009244,Refund Not Processed,2025-11-22,45
O124670,C009245,Late Delivery,2025-11-11,9
O124681,C009246,Refund Not Processed,2025-10-29,34
O124705,C009247,Wrong Item,2025-10-15,27
O124713,C009248,Wrong Item,2025-12-26,23
O124715,C009249,Refund Not Processed,2025-11-29,11
O124728,C009250,Food Quality,2025-12-23,30
O124729,C009251,Late Delivery,2025-10-21,32
O124754,C009252,App Issue,2025-11-25,32
O124763,C009253,Late Delivery,2025-10-24,22
O124769,C009254,Refund Not Processed,2025-11-17,10
O124776,C009255,Refund Not Processed,2025-10-19,44
O124798,C009256,Wrong Item,2025-10-30,20
O124814,C009257,Late Delivery,2025-10-20,25
O124818,C009258,Missing Item,2025-11-17,11
O124819,C009259,Wrong Item,2025-10-23,24
O124823,C009260,Wrong Item,2025-12-17,7
O124826,C009261,App Issue,2025-11-14,33
O124864,C009262,Refund Not Processed,2025-12-24,34
O124870,C009263,App Issue,2025-12-24,15
O124901,C009264,Payment Failure,2025-10-16,15
O124903,C009265,App Issue,2025-11-26,24
O124904,C009266,Refund Not Processed,2025-12-06,14
O124912,C009267,Late Delivery,2025-10-27,24
O124918,C009268,Refund Not Processed,2025-12-25,8
O124930,C009269,Missing Item,2025-12-27,45
O124943,C009270,Refund Not Processed,2025-11-14,18
O124947,C009271,App Issue,2025-12-25,10
O124965,C009272,App Issue,2025-10-20,36
O124967,C009273,Wrong Item,2025-12-19,33
O124980,C009274,Late Delivery,2025-11-29,26
O125000,C009275,Food Quality,2025-11-04,9
O125006,C009276,Refund Not Processed,2025-11-01,25
O125024,C009277,Payment Failure,2025-12-20,45
O125029,C009278,Late Delivery,2025-10-03,17
O125033,C009279,Refund Not Processed,2025-10-01,26
O125034,C009280,App Issue,2025-12-03,18
O125055,C009281,Late Delivery,2025-11-10,4
O125065,C009282,Late Delivery,2025-10-31,34
O125079,C009283,Refund Not Processed,2025-11-17,8
O125081,C009284,Food Quality,2025-11-28,27
O125087,C009285,Food Quality,2025-10-11,7
O125090,C009286,App Issue,2025-10-05,24
O125091,C009287,Late Delivery,2025-11-16,11
O125102,C009288,Refund Not Processed,2025-12-15,26
O125104,C009289,Wrong Item,2025-12-29,47
O125125,C009290,App Issue,2025-12-13,18
O125128,C009291,Late Delivery,2025-12-27,27
O125182,C009292,Missing Item,2025-12-28,41
O125188,C009293,Food Quality,2025-12-27,17
O125216,C009294,Late Delivery,2025-10-14,19
O125241,C009295,Missing Item,2025-11-30,45
O125251,C009296,Late Delivery,2025-11-25,27
O125268,C009297,Wrong Item,2025-10-07,21
O125295,C009298,Missing Item,2025-10-29,39
O125300,C009299,Payment Failure,2025-11-20,5
O125301,C009300,Food Quality,2025-11-04,23
O125302,C009301,Late Delivery,2025-12-04,24
O125304,C009302,Wrong Item,2025-10-10,46
O125307,C009303,Late Delivery,2025-12-06,14
O125323,C009304,Late Delivery,2025-12-07,31
O125326,C009305,App Issue,2025-11-12,26
O125357,C009306,Food Quality,2025-11-02,31
O125364,C009307,App Issue,2025-12-15,34
O125378,C009308,Refund Not Processed,2025-11-10,10
O125418,C009309,Refund Not Processed,2025-10-10,20
O125425,C009310,Late Delivery,2025-11-04,12
O125444,C009311,Refund Not Processed,2025-12-02,42
O125464,C009312,Payment Failure,2025-11-07,26
O125472,C009313,Missing Item,2025-11-22,25
O125483,C009314,Refund Not Processed,2025-12-16,41
O125491,C009315,Refund Not Processed,2025-12-13,46
O125493,C009316,Late Delivery,2025-10-07,43
O125526,C009317,Refund Not Processed,2025-11-06,25
O125564,C009318,Missing Item,2025-11-04,9
O125572,C009319,Late Delivery,2025-10-03,41
O125585,C009320,App Issue,2025-11-20,13
O125595,C009321,Late Delivery,2025-12-14,47
O125604,C009322,Refund Not Processed,2025-11-11,23
O125613,C009323,Refund Not Processed,2025-12-16,37
O125619,C009324,Wrong Item,2025-11-02,6
O125622,C009325,Wrong Item,2025-11-13,32
O125665,C009326,Food Quality,2025-12-28,17
O125668,C009327,Refund Not Processed,2025-12-07,38
O125685,C009328,App Issue,2025-10-31,29
O125691,C009329,Refund Not Processed,2025-12-29,38
O125717,C009330,Food Quality,2025-12-10,35
O125721,C009331,Late Delivery,2025-10-28,20
O125723,C009332,Food Quality,2025-11-16,36
O125726,C009333,Food Quality,2025-11-28,18
O125728,C009334,Late Delivery,2025-12-06,17
O125775,C009335,Late Delivery,2025-11-19,8
O125779,C009336,Refund Not Processed,2025-10-16,30
O125790,C009337,Payment Failure,2025-10-18,29
O125815,C009338,Refund Not Processed,2025-10-26,22
O125837,C009339,Refund Not Processed,2025-10-02,29
O125838,C009340,Refund Not Processed,2025-11-24,31
O125849,C009341,App Issue,2025-10-18,43
O125850,C009342,Refund Not Processed,2025-10-11,13
O125884,C009343,Refund Not Processed,2025-10-23,5
O125886,C009344,Wrong Item,2025-10-24,22
O125897,C009345,Refund Not Processed,2025-11-07,46
O125913,C009346,App Issue,2025-12-09,36
O125922,C009347,Food Quality,2025-11-25,37
O125941,C009348,Late Delivery,2025-12-19,7
O125953,C009349,Late Delivery,2025-12-02,45
O125982,C009350,Payment Failure,2025-11-06,4
O126027,C009351,Late Delivery,2025-10-15,36
O126033,C009352,Late Delivery,2025-12-21,16
O126039,C009353,Wrong Item,2025-10-03,39
O126059,C009354,Refund Not Processed,2025-10-25,20
O126069,C009355,Missing Item,2025-10-23,47
O126076,C009356,Late Delivery,2025-11-29,39
O126097,C009357,Late Delivery,2025-12-02,35
O126114,C009358,Late Delivery,2025-10-29,43
O126115,C009359,App Issue,2025-11-02,33
O126137,C009360,Payment Failure,2025-11-10,14
O126144,C009361,Late Delivery,2025-11-12,38
O126147,C009362,Food Quality,2025-10-20,35
O126162,C009363,Refund Not Processed,2025-10-04,6
O126168,C009364,Late Delivery,2025-11-17,34
O126171,C009365,Refund Not Processed,2025-12-07,30
O126174,C009366,Late Delivery,2025-10-16,9
O126186,C009367,Missing Item,2025-11-30,34
O126203,C009368,Late Delivery,2025-12-23,21
O126212,C009369,App Issue,2025-11-04,34
O126262,C009370,Food Quality,2025-12-27,33
O126268,C009371,Late Delivery,2025-11-22,46
O126277,C009372,App Issue,2025-12-27,28
O126279,C009373,Food Quality,2025-11-20,41
O126282,C009374,Food Quality,2025-10-02,24
O126299,C009375,Refund Not Processed,2025-12-19,8
O126302,C009376,Refund Not Processed,2025-11-18,36
O126306,C009377,Food Quality,2025-11-30,16
O126311,C009378,Refund Not Processed,2025-11-22,29
O126315,C009379,Refund Not Processed,2025-12-22,25
O126388,C009380,Refund Not Processed,2025-11-21,26
O126406,C009381,Late Delivery,2025-11-15,11
O126421,C009382,Payment Failure,2025-11-19,19
O126438,C009383,Refund Not Processed,2025-12-18,30
O126472,C009384,Wrong Item,2025-11-12,44
O126497,C009385,Refund Not Processed,2025-12-28,43
O126499,C009386,Late Delivery,2025-11-22,18
O126543,C009387,Wrong Item,2025-12-06,16
O126576,C009388,Wrong Item,2025-11-20,18
O126585,C009389,App Issue,2025-10-16,41
O126612,C009390,App Issue,2025-11-12,10
O126613,C009391,Refund Not Processed,2025-11-07,46
O126632,C009392,Late Delivery,2025-11-04,21
O126636,C009393,App Issue,2025-12-15,10
O126645,C009394,App Issue,2025-12-27,8
O126655,C009395,App Issue,2025-12-17,24
O126683,C009396,Food Quality,2025-10-20,8
O126706,C009397,App Issue,2025-10-19,21
O126711,C009398,Food Quality,2025-12-12,42
O126717,C009399,Food Quality,2025-11-19,24
O126718,C009400,Late Delivery,2025-12-01,12
O126721,C009401,Refund Not Processed,2025-10-25,7
O126724,C009402,Late Delivery,2025-11-06,17
O126736,C009403,Wrong Item,2025-11-26,32
O126776,C009404,Refund Not Processed,2025-10-18,19
O126780,C009405,Food Quality,2025-10-03,42
O126813,C009406,Wrong Item,2025-12-05,10
O126830,C009407,Missing Item,2025-12-09,23
O126835,C009408,Late Delivery,2025-12-03,31
O126849,C009409,Late Delivery,2025-12-03,27
O126850,C009410,Missing Item,2025-12-09,9
O126861,C009411,Refund Not Processed,2025-11-05,33
O126871,C009412,App Issue,2025-10-07,38
O126883,C009413,Food Quality,2025-10-08,17
O126914,C009414,Late Delivery,2025-12-24,29
O126924,C009415,Food Quality,2025-10-23,9
O126930,C009416,Refund Not Processed,2025-11-20,46
O126946,C009417,Payment Failure,2025-12-22,36
O126970,C009418,Late Delivery,2025-10-20,26
O126978,C009419,App Issue,2025-10-12,13
O126986,C009420,Refund Not Processed,2025-10-17,10
O127001,C009421,Payment Failure,2025-10-23,34
O127014,C009422,Payment Failure,2025-10-06,5
O127024,C009423,App Issue,2025-12-12,8
O127052,C009424,Wrong Item,2025-11-08,43
O127061,C009425,App Issue,2025-10-12,6
O127068,C009426,Late Delivery,2025-12-28,14
O127070,C009427,App Issue,2025-12-11,32
O127071,C009428,Food Quality,2025-12-22,35
O127076,C009429,Refund Not Processed,2025-10-18,29
O127100,C009430,Wrong Item,2025-12-05,14
O127101,C009431,Food Quality,2025-11-20,27
O127139,C009432,Late Delivery,2025-10-28,11
O127149,C009433,Late Delivery,2025-12-10,13
O127168,C009434,Wrong Item,2025-11-12,36
O127201,C009435,Wrong Item,2025-12-23,26
O127216,C009436,App Issue,2025-10-24,24
O127223,C009437,Late Delivery,2025-11-02,41
O127224,C009438,App Issue,2025-10-07,5
O127255,C009439,Food Quality,2025-11-13,27
O127303,C009440,Payment Failure,2025-10-27,32
O127306,C009441,Food Quality,2025-10-17,47
O127358,C009442,Refund Not Processed,2025-12-11,12
O127368,C009443,Late Delivery,2025-11-01,4
O127443,C009444,Refund Not Processed,2025-12-22,17
O127450,C009445,App Issue,2025-10-23,38
O127476,C009446,Late Delivery,2025-11-28,18
O127526,C009447,Late Delivery,2025-12-22,40
O127549,C009448,App Issue,2025-10-31,38
O127551,C009449,Refund Not Processed,2025-12-29,12
O127555,C009450,Refund Not Processed,2025-10-25,41
O127557,C009451,Late Delivery,2025-12-04,33
O127566,C009452,App Issue,2025-12-22,10
O127570,C009453,Food Quality,2025-11-02,15
O127573,C009454,Refund Not Processed,2025-11-12,28
O127610,C009455,Missing Item,2025-12-10,35
O127614,C009456,Payment Failure,2025-12-22,39
O127619,C009457,Food Quality,2025-11-15,11
O127631,C009458,Food Quality,2025-11-01,14
O127642,C009459,App Issue,2025-11-19,46
O127709,C009460,Late Delivery,2025-11-10,5
O127713,C009461,Late Delivery,2025-11-07,13
O127729,C009462,Late Delivery,2025-12-04,13
O127761,C009463,Food Quality,2025-10-13,15
O127765,C009464,Food Quality,2025-11-20,19
O127775,C009465,Late Delivery,2025-10-08,18
O127788,C009466,Missing Item,2025-12-10,41
O127792,C009467,App Issue,2025-11-17,25
O127795,C009468,App Issue,2025-11-07,14
O127810,C009469,Late Delivery,2025-10-04,34
O127813,C009470,Refund Not Processed,2025-11-19,22
O127818,C009471,Wrong Item,2025-10-12,34
O127843,C009472,Refund Not Processed,2025-10-29,21
O127845,C009473,Payment Failure,2025-11-17,25
O127888,C009474,Wrong Item,2025-11-04,25
O127892,C009475,Late Delivery,2025-10-02,24
O127898,C009476,App Issue,2025-12-19,31
O127903,C009477,Late Delivery,2025-12-27,23
O127921,C009478,Late Delivery,2025-10-31,40
O127955,C009479,Food Quality,2025-12-01,12
O127958,C009480,Missing Item,2025-12-28,12
O127961,C009481,Payment Failure,2025-12-29,35
O127969,C009482,Late Delivery,2025-11-13,47
O127970,C009483,App Issue,2025-12-26,12
O127981,C009484,Refund Not Processed,2025-12-07,38
O127988,C009485,Late Delivery,2025-11-08,12
O127992,C009486,Late Delivery,2025-10-06,5
O127996,C009487,Food Quality,2025-10-23,25
O128004,C009488,Late Delivery,2025-10-11,40
O128014,C009489,Late Delivery,2025-10-03,12
O128017,C009490,Late Delivery,2025-10-15,41
O128019,C009491,Payment Failure,2025-10-24,23
O128052,C009492,Late Delivery,2025-11-21,35
O128053,C009493,Refund Not Processed,2025-12-12,24
O128063,C009494,Refund Not Processed,2025-12-27,21
O128072,C009495,Refund Not Processed,2025-12-18,36
O128114,C009496,App Issue,2025-12-25,5
O128119,C009497,Late Delivery,2025-12-14,32
O128121,C009498,Missing Item,2025-11-13,21
O128152,C009499,Wrong Item,2025-10-31,34
O128160,C009500,Late Delivery,2025-12-07,27
O128167,C009501,Late Delivery,2025-12-07,28
O128176,C009502,Wrong Item,2025-10-01,47
O128180,C009503,Refund Not Processed,2025-12-02,4
O128232,C009504,App Issue,2025-12-29,15
O128233,C009505,Late Delivery,2025-10-25,23
O128262,C009506,Late Delivery,2025-10-27,21
O128352,C009507,Payment Failure,2025-11-25,11
O128362,C009508,Food Quality,2025-12-14,34
O128398,C009509,App Issue,2025-11-14,46
O128407,C009510,Refund Not Processed,2025-11-02,35
O128408,C009511,Late Delivery,2025-12-20,11
O128425,C009512,App Issue,2025-11-01,41
O128432,C009513,Payment Failure,2025-11-05,18
O128442,C009514,Food Quality,2025-12-21,8
O128463,C009515,Food Quality,2025-11-29,21
O128484,C009516,Refund Not Processed,2025-12-26,16
O128486,C009517,Wrong Item,2025-11-16,23
O128492,C009518,Food Quality,2025-10-04,39
O128508,C009519,Late Delivery,2025-12-27,29
O128526,C009520,Late Delivery,2025-10-28,33
O128538,C009521,App Issue,2025-10-23,20
O128557,C009522,App Issue,2025-10-28,32
O128571,C009523,Late Delivery,2025-12-27,6
O128588,C009524,App Issue,2025-12-09,4
O128598,C009525,Late Delivery,2025-12-08,46
O128600,C009526,App Issue,2025-11-30,43
O128620,C009527,Refund Not Processed,2025-11-05,47
O128646,C009528,Late Delivery,2025-10-18,33
O128658,C009529,Food Quality,2025-10-29,12
O128659,C009530,Wrong Item,2025-12-11,37
O128665,C009531,Late Delivery,2025-10-25,28
O128675,C009532,Payment Failure,2025-11-04,44
O128688,C009533,Late Delivery,2025-12-04,44
O128692,C009534,Food Quality,2025-12-18,28
O128713,C009535,Wrong Item,2025-11-02,21
O128731,C009536,Food Quality,2025-12-29,15
O128748,C009537,Refund Not Processed,2025-12-12,46
O128769,C009538,App Issue,2025-10-16,30
O128778,C009539,Late Delivery,2025-11-04,19
O128828,C009540,Food Quality,2025-11-30,23
O128844,C009541,Late Delivery,2025-10-23,30
O128853,C009542,Missing Item,2025-10-27,24
O128870,C009543,Missing Item,2025-10-07,21
O128882,C009544,Late Delivery,2025-10-25,7
O128890,C009545,App Issue,2025-10-07,45
O128896,C009546,Wrong Item,2025-10-30,6
O128913,C009547,Refund Not Processed,2025-12-09,6
O128929,C009548,App Issue,2025-10-14,34
O128931,C009549,Late Delivery,2025-12-09,11
O128963,C009550,Wrong Item,2025-12-29,15
O128968,C009551,Late Delivery,2025-12-19,24
O128975,C009552,Food Quality,2025-12-19,12
O129002,C009553,Late Delivery,2025-12-25,23
O129014,C009554,Wrong Item,2025-12-25,26
O129017,C009555,App Issue,2025-11-14,19
O129022,C009556,App Issue,2025-12-05,18
O129024,C009557,Late Delivery,2025-11-29,35
O129035,C009558,Late Delivery,2025-11-20,25
O129046,C009559,Refund Not Processed,2025-12-03,32
O129053,C009560,Refund Not Processed,2025-12-08,33
O129066,C009561,Refund Not Processed,2025-12-03,4
O129082,C009562,Food Quality,2025-12-17,22
O129083,C009563,Late Delivery,2025-11-23,35
O129106,C009564,App Issue,2025-11-03,24
O129118,C009565,Food Quality,2025-12-27,11
O129132,C009566,App Issue,2025-10-31,22
O129143,C009567,Late Delivery,2025-11-11,32
O129158,C009568,Refund Not Processed,2025-10-18,37
O129163,C009569,App Issue,2025-12-11,9
O129170,C009570,Missing Item,2025-12-26,27
O129177,C009571,Late Delivery,2025-11-04,23
O129208,C009572,Late Delivery,2025-12-27,17
O129212,C009573,Late Delivery,2025-12-17,34
O129213,C009574,Refund Not Processed,2025-12-26,26
O129217,C009575,Refund Not Processed,2025-10-21,45
O129221,C009576,Refund Not Processed,2025-10-06,39
O129241,C009577,Late Delivery,2025-12-18,21
O129244,C009578,Refund Not Processed,2025-10-02,5
O129264,C009579,Wrong Item,2025-12-29,30
O129283,C009580,Refund Not Processed,2025-10-30,34
O129291,C009581,Late Delivery,2025-12-14,10
O129293,C009582,Late Delivery,2025-11-26,41
O129298,C009583,Late Delivery,2025-11-02,36
O129388,C009584,Late Delivery,2025-11-18,39
O129389,C009585,Late Delivery,2025-10-06,35
O129395,C009586,Late Delivery,2025-12-05,40
O129404,C009587,App Issue,2025-11-29,20
O129407,C009588,Refund Not Processed,2025-10-06,39
O129412,C009589,Missing Item,2025-10-03,39
O129433,C009590,Food Quality,2025-10-06,11
O129440,C009591,Late Delivery,2025-12-22,18
O129443,C009592,Refund Not Processed,2025-11-14,10
O129453,C009593,Payment Failure,2025-10-29,42
O129524,C009594,Missing Item,2025-10-11,12
O129537,C009595,App Issue,2025-10-24,19
O129540,C009596,Late Delivery,2025-11-27,17
O129571,C009597,App Issue,2025-10-20,8
O129576,C009598,Late Delivery,2025-11-25,13
O129577,C009599,Late Delivery,2025-12-04,39
O129592,C009600,Food Quality,2025-11-26,17
O129606,C009601,Refund Not Processed,2025-10-09,38
O129607,C009602,Wrong Item,2025-10-28,13
O129634,C009603,Food Quality,2025-12-27,42
O129637,C009604,App Issue,2025-11-28,9
O129659,C009605,Wrong Item,2025-12-23,19
O129668,C009606,Late Delivery,2025-10-14,46
O129681,C009607,Refund Not Processed,2025-12-22,21
O129698,C009608,Late Delivery,2025-12-17,47
O129703,C009609,Refund Not Processed,2025-10-27,21
O129716,C009610,App Issue,2025-12-08,5
O129718,C009611,Food Quality,2025-12-29,5
O129736,C009612,Refund Not Processed,2025-11-20,27
O129754,C009613,Refund Not Processed,2025-12-08,16
O129759,C009614,Refund Not Processed,2025-11-24,14
O129771,C009615,Refund Not Processed,2025-12-02,10
O129784,C009616,Payment Failure,2025-11-01,11
O129787,C009617,Food Quality,2025-12-22,42
O129806,C009618,App Issue,2025-12-01,38
O129808,C009619,Payment Failure,2025-10-05,28
O129809,C009620,Food Quality,2025-11-29,27
O129815,C009621,Late Delivery,2025-10-05,25
O129819,C009622,Food Quality,2025-10-04,45
O129820,C009623,Payment Failure,2025-12-09,42
O129822,C009624,Food Quality,2025-10-30,16
O129835,C009625,Late Delivery,2025-11-05,8
O129849,C009626,Food Quality,2025-11-26,8
O129854,C009627,App Issue,2025-12-05,9
O129866,C009628,Late Delivery,2025-10-19,36
O129868,C009629,Payment Failure,2025-11-04,41
O129890,C009630,Payment Failure,2025-11-05,44
O129898,C009631,App Issue,2025-11-30,35
O129941,C009632,Late Delivery,2025-11-26,19
O129960,C009633,Refund Not Processed,2025-11-26,18
O129969,C009634,Late Delivery,2025-12-02,13
O129977,C009635,App Issue,2025-12-26,23
O129978,C009636,Food Quality,2025-12-13,47
O129990,C009637,Food Quality,2025-11-29,12
O129994,C009638,Food Quality,2025-10-20,16
O130001,C009639,Food Quality,2025-12-27,42
O130009,C009640,Refund Not Processed,2025-12-19,32
O130016,C009641,App Issue,2025-11-06,18
O130033,C009642,Wrong Item,2025-11-17,8
O130037,C009643,App Issue,2025-12-09,33
O130038,C009644,App Issue,2025-10-13,33
O130046,C009645,Wrong Item,2025-12-04,29
O130079,C009646,Food Quality,2025-10-03,13
O130083,C009647,Food Quality,2025-10-14,12
O130086,C009648,Late Delivery,2025-11-30,41
O130108,C009649,Late Delivery,2025-12-10,33
O130125,C009650,Late Delivery,2025-12-29,35
O130127,C009651,Food Quality,2025-12-01,4
O130171,C009652,Wrong Item,2025-12-28,31
O130186,C009653,Payment Failure,2025-10-26,10
O130193,C009654,Refund Not Processed,2025-11-09,46
O130202,C009655,Food Quality,2025-10-06,13
O130246,C009656,Payment Failure,2025-12-10,23
O130247,C009657,Food Quality,2025-10-13,38
O130269,C009658,Wrong Item,2025-12-07,33
O130273,C009659,Late Delivery,2025-12-26,28
O130278,C009660,Food Quality,2025-11-19,38
O130340,C009661,Wrong Item,2025-12-22,4
O130361,C009662,Payment Failure,2025-11-20,24
O130363,C009663,Wrong Item,2025-12-14,32
O130383,C009664,App Issue,2025-10-05,10
O130397,C009665,Wrong Item,2025-12-14,34
O130423,C009666,Late Delivery,2025-11-29,26
O130442,C009667,Wrong Item,2025-12-13,7
O130446,C009668,Wrong Item,2025-11-23,12
O130461,C009669,Refund Not Processed,2025-12-02,42
O130467,C009670,Refund Not Processed,2025-12-07,12
O130470,C009671,App Issue,2025-12-29,28
O130503,C009672,Late Delivery,2025-11-06,23
O130507,C009673,Food Quality,2025-11-03,23
O130511,C009674,Late Delivery,2025-10-12,26
O130526,C009675,Late Delivery,2025-11-10,12
O130558,C009676,App Issue,2025-10-16,36
O130571,C009677,Wrong Item,2025-11-19,29
O130582,C009678,Food Quality,2025-11-15,7
O130588,C009679,Refund Not Processed,2025-12-28,25
O130642,C009680,Refund Not Processed,2025-12-23,36
O130670,C009681,Refund Not Processed,2025-10-14,8
O130677,C009682,Refund Not Processed,2025-10-19,12
O130678,C009683,Payment Failure,2025-12-06,27
O130687,C009684,Payment Failure,2025-11-10,29
O130717,C009685,Refund Not Processed,2025-11-17,33
O130729,C009686,Refund Not Processed,2025-11-14,33
O130738,C009687,Late Delivery,2025-12-24,19
O130764,C009688,Refund Not Processed,2025-12-26,45
O130802,C009689,Late Delivery,2025-11-29,41
O130815,C009690,Food Quality,2025-12-18,22
O130821,C009691,Refund Not Processed,2025-12-23,35
O130825,C009692,Food Quality,2025-10-04,14
O130833,C009693,Refund Not Processed,2025-10-20,17
O130847,C009694,App Issue,2025-10-28,31
O130868,C009695,Payment Failure,2025-12-18,24
O130877,C009696,Refund Not Processed,2025-11-09,45
O130879,C009697,Refund Not Processed,2025-11-03,34
O130910,C009698,App Issue,2025-11-14,32
O130919,C009699,Late Delivery,2025-12-03,13
O130948,C009700,Refund Not Processed,2025-12-05,40
O130962,C009701,Food Quality,2025-11-19,13
O131000,C009702,Refund Not Processed,2025-10-29,12
O131014,C009703,App Issue,2025-10-29,27
O131032,C009704,Late Delivery,2025-11-28,23
O131034,C009705,Late Delivery,2025-11-06,24
O131045,C009706,Missing Item,2025-10-12,41
O131059,C009707,Food Quality,2025-12-26,20
O131065,C009708,Food Quality,2025-12-08,27
O131078,C009709,Late Delivery,2025-11-14,37
O131086,C009710,App Issue,2025-11-28,9
O131100,C009711,App Issue,2025-12-03,41
O131105,C009712,Late Delivery,2025-10-08,9
O131107,C009713,Late Delivery,2025-12-01,43
O131127,C009714,Missing Item,2025-12-11,40
O131146,C009715,Late Delivery,2025-11-03,46
O131164,C009716,Payment Failure,2025-10-10,25
O131168,C009717,Refund Not Processed,2025-11-27,21
O131171,C009718,Late Delivery,2025-11-14,8
O131175,C009719,Refund Not Processed,2025-12-10,21
O131184,C009720,Late Delivery,2025-11-03,26
O131192,C009721,Wrong Item,2025-10-14,26
O131201,C009722,Wrong Item,2025-11-11,20
O131209,C009723,Food Quality,2025-10-27,40
O131245,C009724,Wrong Item,2025-11-02,18
O131251,C009725,Late Delivery,2025-10-08,26
O131253,C009726,Food Quality,2025-10-25,45
O131263,C009727,Missing Item,2025-12-24,33
O131270,C009728,Refund Not Processed,2025-10-23,34
O131272,C009729,Refund Not Processed,2025-10-16,35
O131274,C009730,Refund Not Processed,2025-11-01,41
O131308,C009731,Food Quality,2025-11-15,16
O131316,C009732,App Issue,2025-11-23,34
O131326,C009733,Payment Failure,2025-11-18,41
O131330,C009734,Food Quality,2025-11-01,31
O131352,C009735,Food Quality,2025-12-10,7
O131355,C009736,App Issue,2025-12-21,32
O131387,C009737,Late Delivery,2025-10-30,36
O131394,C009738,Refund Not Processed,2025-11-16,35
O131424,C009739,Payment Failure,2025-11-02,21
O131432,C009740,Payment Failure,2025-10-22,25
O131457,C009741,Refund Not Processed,2025-10-12,21
O131470,C009742,Late Delivery,2025-12-16,24
O131494,C009743,Late Delivery,2025-12-19,36
O131505,C009744,Refund Not Processed,2025-11-07,16
O131529,C009745,Refund Not Processed,2025-10-15,16
O131537,C009746,App Issue,2025-11-01,5
O131547,C009747,Late Delivery,2025-11-04,18
O131579,C009748,Refund Not Processed,2025-12-02,32
O131598,C009749,App Issue,2025-11-27,6
O131603,C009750,Late Delivery,2025-11-23,27
O131628,C009751,App Issue,2025-11-16,31
O131633,C009752,Late Delivery,2025-10-27,39
O131639,C009753,Late Delivery,2025-10-20,20
O131660,C009754,Late Delivery,2025-12-13,28
O131667,C009755,Late Delivery,2025-12-26,17
