restaurant_id,city,cuisine,avg_rating,onboarding_date,commission_percentage
R5378,Bangalore,Fast Food,3.5,2024-08-28,25
R5379,Delhi,Indian,3.8,2024-10-14,20
R5380,Chennai,Fast Food,4.0,2024-09-05,20
R5381,Lucknow,Fast Food,3.6,2024-01-13,25
R5382,Lucknow,Chinese,4.2,2024-12-13,21
R5383,Bangalore,Fast Food,3.7,2025-03-20,26
R5384,Lucknow,Biryani,3.5,2025-02-27,26
R5385,Delhi,Fast Food,3.6,2024-09-09,23
R5386,Delhi,Chinese,3.1,2024-09-12,27
R5387,Pune,Italian,3.1,2024-11-15,20
R5388,Kolkata,Italian,4.0,2025-03-22,22
R5389,Jaipur,Thai,3.6,2024-01-19,23
R5390,Chennai,Chinese,4.7,2024-01-17,19
R5391,Delhi,Fast Food,3.5,2024-08-03,24
R5392,Delhi,Indian,4.1,2024-07-26,19
R5393,Jaipur,Fast Food,4.2,2024-04-17,22
R5394,Jaipur,Multi Cuisine,4.4,2024-09-29,19
R5395,Mumbai,Fast Food,3.5,2024-05-10,17
R5396,Mumbai,Indian,3.8,2024-05-25,19
R5397,Jaipur,Fast Food,4.4,2025-01-16,19
R5398,Chennai,Multi Cuisine,4.5,2024-09-26,27
R5399,Kolkata,Fast Food,3.4,2025-05-05,17
R5400,Chennai,Multi Cuisine,3.3,2025-03-22,17
R5401,Ahmedabad,Biryani,3.5,2024-05-10,15
R5402,Ahmedabad,Biryani,4.0,2024-01-25,20
R5403,Kolkata,Multi Cuisine,4.5,2024-12-29,26
R5404,Delhi,Thai,4.1,2024-09-19,17
R5405,Delhi,Chinese,3.2,2024-04-12,21
R5406,Ahmedabad,Fast Food,2.9,2024-10-07,26
R5407,Kolkata,Thai,3.9,2025-01-11,17
R5408,Chennai,Multi Cuisine,4.3,2024-04-23,21
R5409,Mumbai,Italian,3.8,2025-02-04,15
R5410,Mumbai,Italian,3.5,2024-07-22,27
R5411,Jaipur,Chinese,3.2,2025-01-09,24
R5412,Kolkata,Biryani,3.9,2024-11-22,20
R5413,Pune,Chinese,4.0,2024-04-01,17
R5414,Chennai,Multi Cuisine,4.5,2024-09-04,22
R5415,Jaipur,Chinese,4.3,2024-06-10,15
R5416,Bangalore,Italian,3.8,2024-06-25,24
R5417,Ahmedabad,Multi Cuisine,4.4,2025-01-05,21
R5418,Pune,Biryani,3.0,2024-10-09,16
R5419,Jaipur,Biryani,3.3,2024-12-12,27
R5420,Jaipur,Fast Food,4.3,2024-07-06,27
R5421,Chennai,Multi Cuisine,3.6,2024-10-17,27
R5422,Kolkata,Chinese,3.9,2025-05-10,25
R5423,Pune,Thai,4.5,2024-09-08,27
R5424,Mumbai,Fast Food,4.7,2025-03-20,23
R5425,Ahmedabad,Indian,4.7,2025-01-12,22
R5426,Ahmedabad,Italian,3.5,2024-03-09,19
R5427,Jaipur,Indian,4.0,2024-09-20,25
R5428,Lucknow,Indian,4.0,2024-09-26,22
R5429,Delhi,Multi Cuisine,3.4,2025-05-08,17
R5430,Pune,Indian,3.7,2024-07-27,26
R5431,Hyderabad,Thai,3.6,2024-10-17,24
R5432,Pune,Biryani,4.2,2024-04-20,27
R5433,Bangalore,Multi Cuisine,4.0,2025-04-14,16
R5434,Jaipur,Fast Food,4.6,2024-07-10,17
R5435,Pune,Fast Food,3.3,2024-07-22,15
R5436,Pune,Chinese,4.0,2025-03-27,19
R5437,Bangalore,Chinese,4.2,2025-01-30,16
R5438,Lucknow,Chinese,2.9,2024-08-05,26
R5439,Chennai,Indian,4.1,2024-07-03,25
R5440,Lucknow,Thai,4.0,2025-02-21,20
R5441,Jaipur,Italian,3.4,2025-02-22,20
R5442,Ahmedabad,Thai,4.8,2025-01-16,22
R5443,Lucknow,Italian,3.6,2024-06-05,15
R5444,Bangalore,Italian,3.1,2025-02-18,20
R5445,Delhi,Fast Food,3.9,2024-07-12,21
R5446,Pune,Biryani,3.5,2024-04-07,16
R5447,Kolkata,Thai,3.3,2024-01-27,15
R5448,Lucknow,Italian,3.5,2025-01-31,25
R5449,Jaipur,Thai,4.3,2024-11-28,23
R5450,Lucknow,Italian,3.4,2024-10-24,15
R5451,Ahmedabad,Biryani,4.0,2024-01-20,18
R5452,Delhi,Chinese,2.8,2024-04-17,24
R5453,Lucknow,Fast Food,3.0,2024-01-03,21
R5454,Hyderabad,Thai,4.3,2025-01-10,24
R5455,Hyderabad,Multi Cuisine,3.2,2025-03-13,21
R5456,Delhi,Multi Cuisine,4.4,2025-02-04,16
R5457,Pune,Fast Food,3.4,2024-01-16,24
R5458,Delhi,Biryani,3.2,2024-02-07,16
R5459,Mumbai,Indian,4.2,2025-02-06,25
R5460,Mumbai,Fast Food,3.0,2024-03-04,17
R5461,Chennai,Indian,3.5,2024-03-07,18
R5462,Jaipur,Chinese,3.0,2024-10-18,20
R5463,Chennai,Multi Cuisine,3.2,2024-01-08,23
R5464,Delhi,Multi Cuisine,3.1,2024-10-21,17
R5465,Hyderabad,Thai,4.4,2024-08-08,21
R5466,Chennai,Fast Food,4.0,2024-07-13,26
R5467,Lucknow,Fast Food,4.4,2024-02-02,25
R5468,Lucknow,Chinese,4.8,2024-03-26,26
R5469,Hyderabad,Italian,3.9,2024-06-24,20
R5470,Bangalore,Italian,4.7,2025-03-05,22
R5471,Jaipur,Thai,3.0,2025-02-20,20
R5472,Delhi,Chinese,3.0,2024-09-28,16
R5473,Pune,Biryani,3.8,2024-06-13,23
R5474,Pune,Indian,3.1,2024-08-08,19
R5475,Pune,Biryani,4.6,2025-04-08,25
R5476,Chennai,Biryani,3.8,2024-07-14,23
R5477,Lucknow,Thai,4.6,2024-04-11,27
R5478,Bangalore,Fast Food,3.2,2024-09-10,26
R5479,Jaipur,Indian,4.1,2024-04-23,15
R5480,Pune,Multi Cuisine,3.3,2025-03-09,21
R5481,Bangalore,Biryani,3.9,2024-12-13,25
R5482,Chennai,Italian,4.5,2024-09-17,21
R5483,Lucknow,Biryani,3.4,2024-11-16,22
R5484,Delhi,Italian,3.7,2024-10-26,22
R5485,Lucknow,Italian,3.8,2024-10-01,17
R5486,Jaipur,Indian,4.0,2024-10-28,25
R5487,Ahmedabad,Fast Food,4.4,2025-01-12,16
R5488,Ahmedabad,Italian,3.0,2024-04-02,17
R5489,Lucknow,Thai,3.9,2024-09-18,25
R5490,Kolkata,Thai,3.1,2024-11-30,21
R5491,Pune,Chinese,3.2,2025-03-07,17
R5492,Lucknow,Fast Food,3.8,2024-11-16,25
R5493,Mumbai,Chinese,3.0,2025-03-18,25
R5494,Kolkata,Thai,3.0,2024-10-14,20
R5495,Bangalore,Multi Cuisine,3.2,2025-01-29,26
R5496,Chennai,Italian,3.7,2024-12-03,25
R5497,Hyderabad,Italian,3.2,2024-01-18,16
R5498,Delhi,Indian,3.6,2024-05-21,20
R5499,Kolkata,Chinese,4.5,2024-12-11,20
R5500,Delhi,Multi Cuisine,4.7,2024-05-16,17
R5501,Hyderabad,Biryani,3.9,2025-03-20,18
R5502,Ahmedabad,Biryani,4.8,2024-09-03,24
R5503,Jaipur,Fast Food,4.2,2024-05-09,26
R5504,Jaipur,Fast Food,3.1,2024-01-29,19
R5505,Ahmedabad,Thai,4.3,2024-05-24,22
R5506,Chennai,Italian,4.1,2025-04-21,23
R5507,Pune,Chinese,4.5,2025-01-03,21
R5508,Mumbai,Indian,3.8,2025-03-18,19
R5509,Jaipur,Indian,4.0,2024-01-25,27
R5510,Mumbai,Fast Food,3.6,2024-10-12,16
R5511,Delhi,Multi Cuisine,2.8,2025-01-17,21
R5512,Chennai,Biryani,4.0,2024-09-01,23
R5513,Lucknow,Italian,4.7,2024-05-15,21
R5514,Ahmedabad,Italian,3.1,2024-06-29,21
R5515,Bangalore,Thai,3.1,2024-06-10,15
R5516,Pune,Multi Cuisine,3.6,2024-01-11,27
R5517,Jaipur,Biryani,4.5,2025-04-24,21
R5518,Ahmedabad,Chinese,4.0,2024-11-11,20
R5519,Pune,Biryani,3.8,2024-12-18,23
R5520,Mumbai,Fast Food,4.5,2024-02-17,27
R5521,Hyderabad,Thai,3.2,2025-02-15,23
R5522,Kolkata,Multi Cuisine,4.7,2024-02-24,18
R5523,Jaipur,Biryani,4.7,2024-02-08,18
R5524,Lucknow,Italian,4.4,2024-03-02,22
R5525,Mumbai,Indian,3.4,2024-11-14,27
R5526,Kolkata,Chinese,3.6,2024-07-03,17
R5527,Ahmedabad,Fast Food,3.6,2024-02-23,27
R5528,Lucknow,Indian,3.1,2024-10-04,18
R5529,Kolkata,Biryani,2.9,2025-03-08,24
R5530,Chennai,Indian,2.9,2024-11-26,25
R5531,Chennai,Chinese,4.0,2024-04-07,23
R5532,Jaipur,Chinese,4.7,2024-09-12,16
R5533,Delhi,Thai,3.0,2024-11-18,21
R5534,Kolkata,Chinese,4.1,2024-07-22,24
R5535,Mumbai,Multi Cuisine,3.0,2024-07-22,15
R5536,Chennai,Thai,4.0,2024-02-01,27
R5537,Pune,Thai,3.7,2025-05-11,21
R5538,Lucknow,Italian,2.9,2025-03-01,26
R5539,Hyderabad,Chinese,3.5,2024-11-20,17
R5540,Hyderabad,Multi Cuisine,4.4,2024-04-18,18
R5541,Chennai,Fast Food,3.2,2025-01-28,17
R5542,Hyderabad,Biryani,3.8,2024-10-22,18
R5543,Bangalore,Fast Food,3.3,2025-03-13,26
R5544,Lucknow,Biryani,4.7,2024-01-08,22
R5545,Jaipur,Multi Cuisine,4.7,2024-03-12,27
R5546,Delhi,Italian,4.3,2024-01-25,19
R5547,Pune,Multi Cuisine,4.2,2024-11-29,15
R5548,Delhi,Italian,3.9,2024-02-09,24
R5549,Chennai,Fast Food,4.4,2024-03-25,27
R5550,Bangalore,Multi Cuisine,4.8,2024-09-18,17
R5551,Chennai,Chinese,4.7,2024-04-11,25
R5552,Ahmedabad,Multi Cuisine,4.4,2024-06-17,26
R5553,Ahmedabad,Italian,3.1,2024-10-13,24
R5554,Jaipur,Biryani,4.5,2024-05-29,26
R5555,Hyderabad,Thai,4.0,2024-04-08,24
R5556,Mumbai,Biryani,3.9,2025-03-11,18
R5557,Ahmedabad,Thai,3.9,2025-01-12,16
R5558,Ahmedabad,Fast Food,3.3,2025-04-11,27
R5559,Jaipur,Fast Food,3.2,2024-04-13,27
R5560,Lucknow,Multi Cuisine,3.7,2024-12-24,19
R5561,Kolkata,Chinese,4.1,2024-11-28,19
R5562,Mumbai,Chinese,4.1,2024-11-07,21
R5563,Ahmedabad,Fast Food,3.8,2024-01-22,23
R5564,Kolkata,Indian,4.4,2025-05-05,25
R5565,Pune,Indian,4.6,2024-04-20,19
R5566,Pune,Multi Cuisine,3.2,2024-10-01,27
R5567,Jaipur,Biryani,4.3,2025-02-08,23
R5568,Chennai,Chinese,3.3,2024-01-03,25
R5569,Ahmedabad,Indian,4.5,2025-04-02,18
R5570,Lucknow,Chinese,3.8,2024-12-30,17
R5571,Jaipur,Biryani,3.5,2024-07-15,16
R5572,Pune,Italian,4.3,2024-08-04,26
R5573,Pune,Fast Food,2.9,2025-05-08,21
R5574,Delhi,Multi Cuisine,3.9,2024-04-10,26
R5575,Lucknow,Chinese,3.9,2024-01-06,24
R5576,Jaipur,Biryani,4.5,2024-11-06,27
R5577,Jaipur,Indian,3.4,2024-10-11,17
R5578,Hyderabad,Biryani,3.4,2024-03-16,24
R5579,Bangalore,Chinese,3.0,2024-01-01,25
R5580,Bangalore,Multi Cuisine,3.9,2024-03-12,18
R5581,Mumbai,Multi Cuisine,2.8,2024-03-06,18
R5582,Ahmedabad,Biryani,4.7,2024-01-08,19
R5583,Lucknow,Fast Food,3.3,2024-10-25,27
R5584,Mumbai,Thai,3.7,2025-03-27,24
R5585,Kolkata,Biryani,3.1,2024-07-08,25
R5586,Chennai,Thai,3.5,2025-05-11,27
R5587,Pune,Thai,4.6,2024-03-17,22
R5588,Ahmedabad,Biryani,4.8,2024-04-28,25
R5589,Chennai,Fast Food,3.4,2025-02-16,23
R5590,Hyderabad,Thai,4.4,2024-12-26,24
R5591,Hyderabad,Biryani,3.1,2024-02-10,21
R5592,Ahmedabad,Chinese,3.1,2025-02-23,22
R5593,Hyderabad,Multi Cuisine,3.1,2024-05-22,25
R5594,Lucknow,Thai,4.7,2024-07-06,27
R5595,Delhi,Indian,4.2,2024-03-12,21
R5596,Chennai,Indian,4.0,2025-01-25,19
R5597,Delhi,Indian,3.2,2025-05-14,20
R5598,Delhi,Fast Food,3.9,2024-12-09,25
R5599,Mumbai,Fast Food,4.8,2024-12-02,22
R5600,Ahmedabad,Thai,4.5,2025-03-16,26
R5601,Ahmedabad,Multi Cuisine,4.8,2024-06-07,21
R5602,Ahmedabad,Thai,2.8,2025-04-20,15
R5603,Mumbai,Thai,3.9,2024-01-20,24
R5604,Bangalore,Thai,3.4,2025-02-04,17
R5605,Lucknow,Multi Cuisine,3.5,2024-08-24,21
R5606,Bangalore,Fast Food,2.9,2024-01-12,19
R5607,Hyderabad,Chinese,4.1,2025-04-04,24
R5608,Mumbai,Thai,4.5,2024-04-30,25
R5609,Delhi,Italian,3.3,2024-05-09,27
R5610,Kolkata,Thai,3.8,2024-06-26,20
R5611,Ahmedabad,Chinese,2.9,2024-02-13,23
R5612,Lucknow,Thai,3.4,2025-01-16,17
R5613,Jaipur,Indian,3.2,2024-08-06,17
R5614,Hyderabad,Multi Cuisine,4.8,2024-05-25,16
R5615,Delhi,Indian,3.8,2024-07-02,16
R5616,Chennai,Italian,3.2,2024-02-23,19
R5617,Chennai,Thai,3.1,2025-01-26,26
R5618,Mumbai,Multi Cuisine,4.4,2024-04-01,23
R5619,Chennai,Thai,2.9,2024-06-11,19
R5620,Chennai,Fast Food,3.1,2024-08-04,20
R5621,Jaipur,Indian,2.9,2024-05-21,19
R5622,Hyderabad,Thai,3.5,2025-04-27,16
R5623,Delhi,Chinese,4.7,2025-04-28,27
R5624,Kolkata,Biryani,3.3,2024-02-03,21
R5625,Chennai,Italian,3.6,2024-12-31,21
R5626,Jaipur,Biryani,4.3,2024-09-30,21
R5627,Bangalore,Italian,3.2,2024-12-26,22
R5628,Hyderabad,Italian,3.4,2025-01-20,20
R5629,Mumbai,Chinese,3.6,2024-10-04,23
R5630,Pune,Indian,4.7,2024-10-19,17
R5631,Bangalore,Fast Food,3.9,2024-09-06,18
R5632,Pune,Multi Cuisine,3.7,2024-11-13,18
R5633,Mumbai,Indian,3.6,2024-05-10,17
R5634,Kolkata,Biryani,3.6,2024-11-09,24
R5635,Jaipur,Indian,4.6,2025-01-01,21
R5636,Ahmedabad,Biryani,4.4,2024-04-11,22
R5637,Mumbai,Thai,3.2,2024-05-06,27
R5638,Mumbai,Thai,3.4,2024-04-21,18
R5639,Delhi,Fast Food,4.5,2025-03-26,16
R5640,Pune,Fast Food,4.3,2024-11-12,19
R5641,Chennai,Thai,3.0,2024-11-24,18
R5642,Mumbai,Italian,3.6,2024-11-15,26
R5643,Bangalore,Indian,3.8,2024-06-30,25
R5644,Jaipur,Chinese,4.5,2024-03-25,16
R5645,Ahmedabad,Thai,4.5,2025-05-01,23
R5646,Ahmedabad,Chinese,3.1,2025-02-09,26
R5647,Mumbai,Fast Food,4.0,2025-01-18,19
R5648,Hyderabad,Fast Food,4.7,2024-10-10,16
R5649,Jaipur,Multi Cuisine,3.0,2025-04-03,20
R5650,Lucknow,Biryani,3.5,2024-03-17,20
R5651,Ahmedabad,Indian,3.5,2024-12-24,20
R5652,Lucknow,Thai,3.1,2024-01-17,26
R5653,Hyderabad,Biryani,4.8,2024-10-10,20
R5654,Kolkata,Italian,4.2,2024-02-01,15
R5655,Ahmedabad,Thai,4.2,2025-03-27,15
R5656,Ahmedabad,Indian,2.9,2024-12-06,18
R5657,Kolkata,Multi Cuisine,3.6,2024-08-22,25
R5658,Pune,Thai,4.0,2024-11-12,20
R5659,Mumbai,Fast Food,3.8,2024-11-01,18
R5660,Ahmedabad,Fast Food,4.2,2024-12-05,18
R5661,Mumbai,Indian,4.5,2024-07-27,21
R5662,Bangalore,Italian,4.3,2024-06-06,20
R5663,Bangalore,Biryani,4.7,2024-02-10,27
R5664,Mumbai,Italian,3.9,2024-04-25,19
R5665,Jaipur,Thai,4.5,2025-04-01,17
R5666,Kolkata,Chinese,4.8,2025-05-13,22
R5667,Jaipur,Indian,3.8,2024-12-06,19
R5668,Mumbai,Fast Food,2.8,2025-01-24,18
R5669,Kolkata,Chinese,3.5,2024-12-17,17
R5670,Pune,Italian,3.9,2024-06-29,22
R5671,Bangalore,Italian,4.2,2024-12-19,19
R5672,Bangalore,Fast Food,4.0,2024-11-09,27
R5673,Ahmedabad,Chinese,4.1,2024-09-13,26
R5674,Ahmedabad,Thai,4.2,2024-04-06,21
R5675,Mumbai,Multi Cuisine,3.8,2024-06-07,25
R5676,Delhi,Italian,4.5,2024-05-27,22
R5677,Mumbai,Multi Cuisine,4.1,2024-03-12,27
R5678,Lucknow,Biryani,4.4,2025-05-08,16
R5679,Chennai,Biryani,4.1,2024-10-20,18
R5680,Ahmedabad,Biryani,3.0,2024-02-25,22
R5681,Hyderabad,Multi Cuisine,3.1,2024-06-22,16
R5682,Pune,Chinese,3.1,2024-04-04,23
R5683,Hyderabad,Fast Food,2.9,2024-05-17,27
R5684,Ahmedabad,Multi Cuisine,3.2,2024-10-20,22
R5685,Hyderabad,Indian,3.9,2024-04-03,24
R5686,Bangalore,Biryani,2.9,2024-08-05,23
R5687,Delhi,Thai,3.4,2024-03-15,18
R5688,Hyderabad,Fast Food,4.0,2025-04-14,22
R5689,Ahmedabad,Italian,3.2,2025-02-01,16
R5690,Chennai,Indian,3.2,2024-07-31,25
R5691,Kolkata,Italian,4.5,2024-06-01,18
R5692,Pune,Thai,3.9,2024-03-27,26
R5693,Kolkata,Chinese,3.4,2024-02-29,21
R5694,Kolkata,Thai,3.9,2024-12-19,21
R5695,Ahmedabad,Multi Cuisine,3.7,2024-02-29,25
R5696,Jaipur,Multi Cuisine,4.7,2024-01-18,20
R5697,Bangalore,Chinese,3.2,2024-05-26,26
R5698,Jaipur,Multi Cuisine,4.1,2024-11-25,20
R5699,Delhi,Chinese,4.6,2024-01-25,15
R5700,Hyderabad,Fast Food,4.2,2025-03-13,19
R5701,Chennai,Italian,3.6,2024-05-30,26
R5702,Hyderabad,Multi Cuisine,4.3,2025-04-08,16
R5703,Pune,Chinese,3.3,2025-02-20,18
R5704,Ahmedabad,Chinese,4.2,2024-02-20,25
R5705,Hyderabad,Chinese,4.4,2024-10-13,24
R5706,Kolkata,Italian,3.6,2024-12-24,25
R5707,Kolkata,Chinese,3.9,2025-04-07,26
R5708,Ahmedabad,Indian,3.9,2025-04-05,21
R5709,Jaipur,Italian,3.9,2025-04-22,15
R5710,Pune,Multi Cuisine,3.2,2025-04-20,16
R5711,Delhi,Chinese,4.1,2024-01-06,18
R5712,Mumbai,Multi Cuisine,3.6,2024-10-09,18
R5713,Delhi,Multi Cuisine,3.1,2024-12-26,25
R5714,Delhi,Italian,2.9,2024-05-20,18
R5715,Pune,Biryani,4.4,2025-04-08,23
R5716,Delhi,Indian,4.3,2025-01-24,20
R5717,Pune,Thai,4.7,2025-03-10,24
R5718,Pune,Italian,3.8,2025-03-06,18
R5719,Ahmedabad,Indian,4.0,2025-02-27,17
R5720,Bangalore,Fast Food,2.9,2025-05-05,23
R5721,Pune,Chinese,3.4,2024-07-19,19
R5722,Lucknow,Thai,4.3,2024-03-06,22
R5723,Jaipur,Fast Food,3.4,2025-03-22,15
R5724,Lucknow,Thai,3.0,2024-07-12,26
R5725,Ahmedabad,Fast Food,2.9,2024-06-13,18
R5726,Pune,Fast Food,3.7,2024-07-05,22
R5727,Hyderabad,Italian,4.5,2024-06-14,16
R5728,Jaipur,Thai,3.5,2024-10-05,26
R5729,Kolkata,Multi Cuisine,4.1,2024-03-11,22
R5730,Mumbai,Thai,3.7,2024-03-09,23
R5731,Hyderabad,Thai,4.4,2024-03-15,19
R5732,Mumbai,Multi Cuisine,4.4,2024-07-07,23
R5733,Ahmedabad,Multi Cuisine,4.7,2025-02-12,21
R5734,Ahmedabad,Indian,3.5,2024-01-03,26
R5735,Kolkata,Chinese,3.7,2025-02-21,26
R5736,Pune,Italian,4.1,2024-06-09,19
R5737,Lucknow,Chinese,3.8,2024-04-30,22
R5738,Kolkata,Thai,3.0,2024-10-03,19
R5739,Hyderabad,Indian,4.1,2025-01-05,24
R5740,Bangalore,Fast Food,3.0,2025-04-26,27
R5741,Delhi,Biryani,4.5,2024-06-30,17
R5742,Ahmedabad,Chinese,3.0,2024-08-13,18
R5743,Mumbai,Italian,4.4,2024-12-04,21
R5744,Pune,Fast Food,3.1,2025-03-23,24
R5745,Ahmedabad,Thai,4.3,2024-12-14,15
R5746,Hyderabad,Chinese,2.8,2024-08-06,16
R5747,Mumbai,Italian,3.0,2024-10-02,26
R5748,Bangalore,Chinese,2.8,2024-08-21,26
R5749,Lucknow,Multi Cuisine,3.2,2025-04-27,19
R5750,Kolkata,Multi Cuisine,2.8,2024-12-27,19
R5751,Hyderabad,Multi Cuisine,3.0,2024-10-13,25
R5752,Mumbai,Multi Cuisine,2.9,2024-03-16,21
R5753,Kolkata,Biryani,3.7,2025-04-28,25
R5754,Hyderabad,Italian,3.1,2024-10-25,22
R5755,Kolkata,Italian,3.4,2024-08-23,22
R5756,Ahmedabad,Thai,3.3,2024-02-19,21
R5757,Pune,Italian,4.5,2024-09-25,21
R5758,Ahmedabad,Indian,3.1,2024-09-05,18
R5759,Kolkata,Chinese,3.8,2024-06-17,18
R5760,Mumbai,Indian,2.9,2025-03-23,17
R5761,Mumbai,Chinese,3.6,2025-02-20,17
R5762,Pune,Biryani,4.4,2024-07-24,19
R5763,Jaipur,Thai,3.8,2024-03-21,22
R5764,Lucknow,Chinese,3.3,2024-06-16,21
R5765,Pune,Multi Cuisine,3.6,2024-03-20,24
R5766,Jaipur,Fast Food,3.9,2025-04-03,19
R5767,Lucknow,Biryani,4.6,2024-10-19,25
R5768,Kolkata,Italian,4.5,2024-11-27,21
R5769,Ahmedabad,Thai,4.7,2024-08-26,15
R5770,Bangalore,Italian,3.2,2024-03-16,25
R5771,Hyderabad,Multi Cuisine,3.2,2025-04-03,21
R5772,Delhi,Biryani,3.0,2024-08-03,23
R5773,Jaipur,Multi Cuisine,3.8,2024-05-04,27
R5774,Bangalore,Indian,3.2,2024-12-16,27
R5775,Delhi,Italian,4.2,2024-02-22,22
R5776,Jaipur,Chinese,4.7,2024-04-04,27
R5777,Jaipur,Italian,3.9,2025-04-18,21
R5778,Mumbai,Italian,4.2,2024-06-12,26
R5779,Kolkata,Chinese,3.2,2024-09-01,26
R5780,Lucknow,Multi Cuisine,4.4,2024-08-24,19
R5781,Mumbai,Italian,4.5,2024-11-03,16
R5782,Chennai,Chinese,4.6,2024-12-08,18
R5783,Mumbai,Italian,4.5,2025-01-08,16
R5784,Kolkata,Fast Food,3.4,2024-12-01,18
R5785,Mumbai,Multi Cuisine,3.9,2024-05-15,17
R5786,Pune,Chinese,3.4,2024-08-05,19
R5787,Ahmedabad,Thai,4.6,2025-04-23,18
R5788,Chennai,Thai,4.6,2025-04-12,25
R5789,Bangalore,Thai,4.1,2024-08-11,16
R5790,Jaipur,Thai,3.2,2025-02-10,18
R5791,Jaipur,Italian,3.0,2024-08-11,20
R5792,Kolkata,Indian,4.6,2024-06-05,21
R5793,Bangalore,Fast Food,3.5,2024-09-24,16
R5794,Delhi,Thai,4.1,2024-04-10,19
R5795,Lucknow,Multi Cuisine,4.4,2024-03-21,18
R5796,Bangalore,Thai,4.1,2024-12-15,27
R5797,Pune,Fast Food,4.8,2024-09-10,15
R5798,Jaipur,Indian,3.9,2024-03-07,20
R5799,Delhi,Thai,3.9,2024-09-13,19
R5800,Kolkata,Fast Food,4.0,2024-09-28,21
R5801,Lucknow,Chinese,3.9,2024-03-07,16
R5802,Lucknow,Fast Food,4.4,2025-05-11,24
R5803,Bangalore,Biryani,4.7,2024-11-19,27
R5804,Kolkata,Italian,4.6,2025-03-12,18
R5805,Mumbai,Fast Food,3.8,2024-10-17,18
R5806,Lucknow,Italian,4.7,2024-03-05,24
R5807,Lucknow,Multi Cuisine,3.1,2024-11-21,24
R5808,Lucknow,Thai,3.9,2024-05-01,25
R5809,Bangalore,Italian,3.8,2024-04-16,18
R5810,Delhi,Chinese,3.2,2024-12-25,17
R5811,Jaipur,Chinese,4.8,2024-12-15,24
R5812,Jaipur,Fast Food,4.7,2024-05-04,16
R5813,Jaipur,Biryani,2.8,2024-09-09,25
R5814,Hyderabad,Biryani,3.9,2024-11-21,18
R5815,Pune,Chinese,3.1,2024-12-22,26
R5816,Kolkata,Thai,3.5,2025-04-29,24
R5817,Kolkata,Chinese,3.5,2024-11-01,23
R5818,Chennai,Indian,3.5,2025-02-12,23
R5819,Hyderabad,Thai,4.0,2024-04-15,21
R5820,Delhi,Italian,3.8,2024-04-19,24
R5821,Jaipur,Italian,3.7,2024-03-27,22
R5822,Hyderabad,Italian,3.8,2024-08-26,21
R5823,Hyderabad,Thai,4.0,2024-05-07,15
R5824,Bangalore,Thai,3.3,2025-04-07,24
R5825,Jaipur,Multi Cuisine,4.4,2025-02-14,26
R5826,Mumbai,Indian,3.9,2025-01-23,18
R5827,Mumbai,Italian,3.3,2024-11-17,21
R5828,Mumbai,Biryani,3.1,2024-12-23,21
R5829,Hyderabad,Thai,4.3,2024-11-13,20
R5830,Bangalore,Italian,3.9,2024-12-16,15
R5831,Lucknow,Thai,3.2,2024-12-27,20
R5832,Lucknow,Thai,4.5,2024-10-22,15
R5833,Delhi,Chinese,4.2,2025-01-04,26
R5834,Hyderabad,Thai,3.5,2024-04-03,21
R5835,Mumbai,Indian,3.4,2024-02-22,19
R5836,Jaipur,Fast Food,3.2,2024-08-24,27
R5837,Jaipur,Chinese,2.9,2024-02-08,17
R5838,Mumbai,Indian,4.7,2024-03-23,17
R5839,Ahmedabad,Italian,4.7,2024-01-04,22
R5840,Pune,Thai,3.6,2024-12-12,23
R5841,Lucknow,Thai,3.0,2025-01-27,20
R5842,Ahmedabad,Italian,3.5,2024-04-02,17
R5843,Ahmedabad,Biryani,3.5,2024-03-11,19
R5844,Jaipur,Italian,3.3,2024-02-11,16
R5845,Delhi,Italian,3.0,2025-05-14,16
R5846,Mumbai,Italian,3.0,2024-05-12,19
R5847,Bangalore,Italian,4.7,2024-10-13,16
R5848,Chennai,Biryani,4.4,2024-12-24,17
R5849,Ahmedabad,Thai,3.3,2024-08-13,15
R5850,Ahmedabad,Thai,4.2,2024-07-08,27
R5851,Ahmedabad,Biryani,2.9,2024-10-23,26
R5852,Pune,Italian,3.3,2025-01-15,22
R5853,Mumbai,Biryani,4.2,2025-04-12,26
R5854,Chennai,Biryani,4.0,2024-01-29,23
R5855,Hyderabad,Thai,4.0,2024-07-22,24
R5856,Bangalore,Chinese,3.5,2024-10-10,18
R5857,Chennai,Fast Food,3.4,2024-12-25,18
R5858,Kolkata,Fast Food,3.6,2024-10-20,27
R5859,Jaipur,Multi Cuisine,3.4,2024-06-04,24
R5860,Lucknow,Fast Food,3.0,2024-03-15,24
R5861,Delhi,Biryani,3.2,2024-09-21,15
R5862,Chennai,Fast Food,2.9,2025-02-18,27
R5863,Hyderabad,Thai,3.1,2024-03-28,23
R5864,Delhi,Chinese,3.4,2024-08-17,25
R5865,Kolkata,Fast Food,3.5,2024-05-20,15
R5866,Mumbai,Italian,4.7,2024-05-29,25
R5867,Lucknow,Biryani,4.4,2024-05-05,16
R5868,Kolkata,Italian,3.8,2025-04-16,15
R5869,Kolkata,Indian,4.1,2024-12-05,20
R5870,Pune,Biryani,3.1,2024-10-24,22
R5871,Jaipur,Italian,3.9,2024-09-12,27
R5872,Kolkata,Indian,4.4,2024-11-27,20
