user_id,signup_date,city,acquisition_channel,is_premium
U14131,2025-12-17,Hyderabad,Referral,0
U14132,2025-12-03,Chennai,Influencer,1
U14133,2025-08-15,Chennai,Unknown,1
U14134,2025-08-13,Ahmedabad,Influencer,0
U14135,2025-11-26,Pune,Referral,0
U14136,2025-08-07,Bangalore,Instagram,1
U14137,2025-11-12,Jaipur,Meta Ads,1
U14138,2025-08-06,Ahmedabad,Affiliate,0
U14139,2025-10-03,Jaipur,Meta Ads,0
U14140,2025-08-30,Hyderabad,Affiliate,1
U14141,2025-08-22,Ahmedabad,Unknown,1
U14142,2025-11-26,Bangalore,Influencer,1
U14143,2025-10-23,Chennai,Affiliate,0
U14144,2025-12-11,Kolkata,Affiliate,0
U14145,2025-12-21,Delhi,Youtube Ads,0
U14146,2025-10-29,Delhi,Google,1
U14147,2025-11-29,Bangalore,Influencer,1
U14148,2025-11-14,Hyderabad,Referral,0
U14149,2025-10-08,Delhi,Youtube Ads,0
U14150,2025-11-03,Ahmedabad,Referral,0
U14151,2025-10-16,Mumbai,Youtube Ads,1
U14152,2025-08-01,Chennai,Youtube Ads,0
U14153,2025-12-28,Pune,Google,1
U14154,2025-10-01,Pune,Unknown,0
U14155,2025-08-18,Pune,Instagram,0
U14156,2025-09-17,Delhi,Unknown,0
U14157,2025-12-15,Bangalore,Instagram,0
U14158,2025-08-01,Bangalore,Instagram,0
U14159,2025-12-15,Ahmedabad,Youtube Ads,1
U14160,2025-11-15,Pune,Google,0
U14161,2025-12-08,Mumbai,Unknown,1
U14162,2025-12-20,Delhi,Referral,0
U14163,2025-09-07,Hyderabad,Influencer,0
U14164,2025-09-09,Delhi,Youtube Ads,0
U14165,2025-10-21,Chennai,Meta Ads,0
U14166,2025-08-16,Ahmedabad,Unknown,0
U14167,2025-12-05,Lucknow,Unknown,1
U14168,2025-11-25,Mumbai,Meta Ads,0
U14169,2025-11-01,Ahmedabad,Instagram,0
U14170,2025-12-12,Ahmedabad,Instagram,0
U14171,2025-08-03,Pune,Referral,1
U14172,2025-08-14,Ahmedabad,Influencer,1
U14173,2025-10-05,Mumbai,Meta Ads,1
U14174,2025-11-03,Kolkata,Meta Ads,0
U14175,2025-10-25,Ahmedabad,Referral,0
U14176,2025-11-22,Hyderabad,Meta Ads,0
U14177,2025-12-07,Jaipur,Instagram,0
U14178,2025-08-15,Pune,Unknown,1
U14179,2025-09-06,Bangalore,Instagram,0
U14180,2025-08-27,Hyderabad,Affiliate,0
U14181,2025-08-12,Hyderabad,Affiliate,0
U14182,2025-10-06,Delhi,Instagram,0
U14183,2025-08-30,Lucknow,Referral,1
U14184,2025-11-04,Delhi,Instagram,1
U14185,2025-12-13,Delhi,Unknown,0
U14186,2025-09-03,Hyderabad,Affiliate,1
U14187,2025-09-01,Delhi,Google,0
U14188,2025-11-25,Pune,Referral,1
U14189,2025-09-08,Mumbai,Google,0
U14190,2025-11-04,Delhi,Referral,0
U14191,2025-12-09,Kolkata,Influencer,0
U14192,2025-09-12,Pune,Google,1
U14193,2025-10-20,Delhi,Google,0
U14194,2025-08-03,Lucknow,Meta Ads,0
U14195,2025-10-13,Jaipur,Youtube Ads,0
U14196,2025-11-25,Pune,Instagram,1
U14197,2025-10-02,Mumbai,Referral,0
U14198,2025-11-19,Kolkata,Meta Ads,0
U14199,2025-09-09,Bangalore,Affiliate,0
U14200,2025-08-18,Kolkata,Google,0
U14201,2025-10-06,Jaipur,Instagram,0
U14202,2025-11-11,Chennai,Unknown,0
U14203,2025-12-16,Delhi,Referral,0
U14204,2025-09-15,Chennai,Referral,1
U14205,2025-09-24,Ahmedabad,Influencer,0
U14206,2025-10-14,Ahmedabad,Affiliate,1
U14207,2025-11-05,Bangalore,Google,0
U14208,2025-08-26,Hyderabad,Instagram,0
U14209,2025-08-22,Ahmedabad,Influencer,0
U14210,2025-08-26,Ahmedabad,Google,0
U14211,2025-10-12,Kolkata,Instagram,0
U14212,2025-11-23,Pune,Affiliate,0
U14213,2025-09-20,Hyderabad,Google,0
U14214,2025-11-21,Lucknow,Unknown,0
U14215,2025-12-24,Jaipur,Influencer,0
U14216,2025-08-12,Mumbai,Affiliate,1
U14217,2025-08-03,Mumbai,Affiliate,0
U14218,2025-11-28,Delhi,Referral,0
U14219,2025-12-13,Bangalore,Instagram,0
U14220,2025-12-12,Bangalore,Influencer,1
U14221,2025-10-21,Hyderabad,Meta Ads,0
U14222,2025-09-14,Bangalore,Google,1
U14223,2025-12-05,Lucknow,Instagram,0
U14224,2025-10-25,Pune,Affiliate,0
U14225,2025-11-23,Jaipur,Google,1
U14226,2025-08-09,Ahmedabad,Influencer,1
U14227,2025-08-12,Pune,Influencer,1
U14228,2025-11-24,Ahmedabad,Unknown,0
U14229,2025-10-27,Ahmedabad,Instagram,1
U14230,2025-10-01,Lucknow,Instagram,0
U14231,2025-11-12,Pune,Unknown,0
U14232,2025-10-12,Mumbai,Influencer,0
U14233,2025-10-16,Chennai,Meta Ads,0
U14234,2025-09-09,Hyderabad,Meta Ads,0
U14235,2025-12-13,Pune,Affiliate,0
U14236,2025-08-17,Mumbai,Meta Ads,0
U14237,2025-11-27,Hyderabad,Instagram,0
U14238,2025-12-04,Ahmedabad,Referral,0
U14239,2025-08-24,Delhi,Referral,0
U14240,2025-08-02,Bangalore,Google,0
U14241,2025-10-31,Hyderabad,Unknown,0
U14242,2025-12-27,Mumbai,Affiliate,0
U14243,2025-11-25,Mumbai,Referral,0
U14244,2025-09-22,Pune,Google,1
U14245,2025-09-15,Pune,Youtube Ads,0
U14246,2025-09-14,Bangalore,Google,0
U14247,2025-08-09,Ahmedabad,Meta Ads,0
U14248,2025-08-06,Bangalore,Instagram,0
U14249,2025-09-20,Mumbai,Affiliate,0
U14250,2025-11-27,Chennai,Youtube Ads,0
U14251,2025-09-04,Kolkata,Youtube Ads,1
U14252,2025-10-21,Delhi,Youtube Ads,0
U14253,2025-12-25,Mumbai,Youtube Ads,1
U14254,2025-08-25,Mumbai,Meta Ads,0
U14255,2025-12-17,Ahmedabad,Meta Ads,1
U14256,2025-08-17,Lucknow,Youtube Ads,1
U14257,2025-09-05,Pune,Influencer,0
U14258,2025-11-04,Hyderabad,Referral,1
U14259,2025-08-21,Hyderabad,Unknown,0
U14260,2025-08-18,Chennai,Meta Ads,1
U14261,2025-12-24,Bangalore,Instagram,0
U14262,2025-08-01,Hyderabad,Referral,1
U14263,2025-12-20,Hyderabad,Google,1
U14264,2025-12-14,Kolkata,Influencer,1
U14265,2025-09-20,Kolkata,Meta Ads,0
U14266,2025-10-18,Delhi,Unknown,0
U14267,2025-09-05,Bangalore,Google,0
U14268,2025-10-01,Jaipur,Meta Ads,1
U14269,2025-12-07,Pune,Instagram,1
U14270,2025-10-24,Pune,Unknown,0
U14271,2025-09-11,Hyderabad,Influencer,0
U14272,2025-08-01,Lucknow,Unknown,0
U14273,2025-09-23,Jaipur,Instagram,0
U14274,2025-11-08,Bangalore,Youtube Ads,0
U14275,2025-09-08,Ahmedabad,Influencer,0
U14276,2025-08-07,Pune,Google,0
U14277,2025-12-28,Mumbai,Meta Ads,0
U14278,2025-11-29,Bangalore,Unknown,1
U14279,2025-09-14,Delhi,Influencer,0
U14280,2025-10-13,Bangalore,Influencer,1
U14281,2025-11-28,Hyderabad,Influencer,1
U14282,2025-10-11,Pune,Affiliate,0
U14283,2025-12-16,Lucknow,Affiliate,0
U14284,2025-12-20,Kolkata,Meta Ads,0
U14285,2025-09-15,Bangalore,Google,0
U14286,2025-12-01,Kolkata,Unknown,1
U14287,2025-11-26,Hyderabad,Youtube Ads,1
U14288,2025-10-14,Delhi,Influencer,1
U14289,2025-08-06,Delhi,Google,0
U14290,2025-08-21,Ahmedabad,Affiliate,0
U14291,2025-12-25,Lucknow,Unknown,0
U14292,2025-11-11,Kolkata,Unknown,0
U14293,2025-10-27,Hyderabad,Meta Ads,0
U14294,2025-11-07,Delhi,Meta Ads,0
U14295,2025-10-01,Pune,Meta Ads,0
U14296,2025-11-15,Lucknow,Influencer,1
U14297,2025-10-22,Kolkata,Influencer,1
U14298,2025-09-25,Pune,Meta Ads,0
U14299,2025-08-22,Pune,Google,0
U14300,2025-10-07,Ahmedabad,Influencer,1
U14301,2025-08-10,Pune,Influencer,0
U14302,2025-10-05,Mumbai,Youtube Ads,0
U14303,2025-08-08,Kolkata,Unknown,0
U14304,2025-12-01,Lucknow,Google,0
U14305,2025-09-07,Hyderabad,Youtube Ads,0
U14306,2025-12-01,Bangalore,Referral,1
U14307,2025-10-01,Ahmedabad,Youtube Ads,1
U14308,2025-12-16,Lucknow,Referral,0
U14309,2025-09-14,Chennai,Youtube Ads,0
U14310,2025-10-04,Hyderabad,Youtube Ads,0
U14311,2025-10-06,Hyderabad,Influencer,0
U14312,2025-12-15,Chennai,Affiliate,0
U14313,2025-12-11,Hyderabad,Affiliate,0
U14314,2025-11-14,Bangalore,Instagram,1
U14315,2025-12-16,Hyderabad,Referral,0
U14316,2025-12-18,Lucknow,Youtube Ads,0
U14317,2025-10-21,Chennai,Youtube Ads,1
U14318,2025-09-27,Mumbai,Referral,0
U14319,2025-12-27,Kolkata,Influencer,1
U14320,2025-12-27,Chennai,Youtube Ads,0
U14321,2025-12-09,Jaipur,Meta Ads,1
U14322,2025-10-08,Pune,Influencer,0
U14323,2025-10-28,Delhi,Influencer,0
U14324,2025-10-03,Jaipur,Influencer,0
U14325,2025-10-11,Chennai,Meta Ads,0
U14326,2025-08-17,Jaipur,Influencer,0
U14327,2025-10-12,Delhi,Instagram,1
U14328,2025-10-09,Mumbai,Google,0
U14329,2025-11-21,Bangalore,Referral,0
U14330,2025-08-21,Chennai,Meta Ads,1
U14331,2025-12-13,Pune,Referral,1
U14332,2025-08-07,Chennai,Youtube Ads,0
U14333,2025-11-19,Delhi,Affiliate,0
U14334,2025-08-27,Hyderabad,Influencer,1
U14335,2025-08-08,Pune,Instagram,1
U14336,2025-08-28,Hyderabad,Instagram,0
U14337,2025-09-16,Hyderabad,Affiliate,0
U14338,2025-10-25,Chennai,Youtube Ads,1
U14339,2025-08-10,Ahmedabad,Influencer,0
U14340,2025-11-22,Chennai,Referral,0
U14341,2025-09-02,Kolkata,Unknown,0
U14342,2025-12-13,Ahmedabad,Instagram,0
U14343,2025-12-09,Pune,Influencer,1
U14344,2025-08-14,Pune,Referral,0
U14345,2025-09-15,Mumbai,Google,0
U14346,2025-09-30,Lucknow,Youtube Ads,0
U14347,2025-08-13,Chennai,Instagram,0
U14348,2025-08-16,Delhi,Affiliate,0
U14349,2025-12-11,Jaipur,Youtube Ads,1
U14350,2025-09-07,Kolkata,Instagram,0
U14351,2025-09-07,Mumbai,Affiliate,0
U14352,2025-11-11,Pune,Google,0
U14353,2025-09-25,Lucknow,Referral,0
U14354,2025-10-02,Jaipur,Influencer,1
U14355,2025-11-28,Chennai,Affiliate,0
U14356,2025-09-17,Bangalore,Affiliate,0
U14357,2025-11-13,Lucknow,Meta Ads,0
U14358,2025-09-28,Hyderabad,Google,0
U14359,2025-10-16,Bangalore,Unknown,1
U14360,2025-12-05,Delhi,Instagram,0
U14361,2025-09-24,Lucknow,Youtube Ads,0
U14362,2025-09-24,Kolkata,Meta Ads,0
U14363,2025-12-07,Ahmedabad,Unknown,0
U14364,2025-12-14,Mumbai,Instagram,1
U14365,2025-12-05,Ahmedabad,Google,0
U14366,2025-12-10,Jaipur,Google,0
U14367,2025-10-24,Kolkata,Unknown,0
U14368,2025-11-23,Delhi,Google,0
U14369,2025-09-27,Hyderabad,Referral,0
U14370,2025-09-06,Kolkata,Unknown,1
U14371,2025-09-18,Pune,Affiliate,0
U14372,2025-10-06,Ahmedabad,Affiliate,0
U14373,2025-08-19,Pune,Google,0
U14374,2025-12-07,Lucknow,Google,1
U14375,2025-08-29,Pune,Instagram,0
U14376,2025-10-26,Lucknow,Youtube Ads,0
U14377,2025-09-02,Pune,Unknown,0
U14378,2025-11-27,Kolkata,Meta Ads,0
U14379,2025-12-11,Chennai,Unknown,0
U14380,2025-10-10,Jaipur,Referral,1
U14381,2025-12-12,Kolkata,Youtube Ads,0
U14382,2025-08-22,Delhi,Affiliate,1
U14383,2025-10-16,Jaipur,Youtube Ads,0
U14384,2025-08-04,Pune,Affiliate,0
U14385,2025-10-11,Ahmedabad,Referral,0
U14386,2025-12-06,Jaipur,Instagram,0
U14387,2025-09-14,Mumbai,Referral,0
U14388,2025-12-14,Mumbai,Instagram,0
U14389,2025-11-01,Chennai,Influencer,0
U14390,2025-08-05,Chennai,Instagram,0
U14391,2025-11-12,Lucknow,Influencer,0
U14392,2025-10-20,Lucknow,Youtube Ads,0
U14393,2025-10-26,Mumbai,Meta Ads,0
U14394,2025-12-15,Lucknow,Instagram,0
U14395,2025-12-08,Hyderabad,Influencer,0
U14396,2025-10-02,Jaipur,Youtube Ads,0
U14397,2025-09-20,Hyderabad,Google,0
U14398,2025-11-24,Delhi,Google,1
U14399,2025-11-21,Chennai,Instagram,0
U14400,2025-08-31,Mumbai,Influencer,0
U14401,2025-08-07,Pune,Influencer,0
U14402,2025-08-03,Delhi,Influencer,0
U14403,2025-09-20,Kolkata,Referral,0
U14404,2025-09-25,Kolkata,Referral,0
U14405,2025-10-12,Hyderabad,Referral,1
U14406,2025-08-10,Jaipur,Google,0
U14407,2025-09-30,Bangalore,Meta Ads,0
U14408,2025-09-19,Chennai,Youtube Ads,0
U14409,2025-11-30,Chennai,Instagram,0
U14410,2025-08-01,Ahmedabad,Affiliate,0
U14411,2025-09-07,Lucknow,Referral,0
U14412,2025-10-18,Lucknow,Youtube Ads,0
U14413,2025-10-28,Hyderabad,Youtube Ads,1
U14414,2025-10-21,Delhi,Meta Ads,1
U14415,2025-10-06,Chennai,Google,1
U14416,2025-08-17,Delhi,Unknown,1
U14417,2025-12-05,Bangalore,Influencer,0
U14418,2025-11-20,Pune,Instagram,0
U14419,2025-12-14,Delhi,Referral,0
U14420,2025-09-29,Lucknow,Google,0
U14421,2025-09-09,Bangalore,Influencer,0
U14422,2025-10-28,Kolkata,Unknown,0
U14423,2025-09-10,Mumbai,Instagram,0
U14424,2025-12-18,Pune,Affiliate,0
U14425,2025-11-23,Kolkata,Instagram,0
U14426,2025-11-08,Mumbai,Influencer,0
U14427,2025-11-25,Chennai,Instagram,0
U14428,2025-10-28,Lucknow,Youtube Ads,1
U14429,2025-11-01,Lucknow,Referral,1
U14430,2025-12-17,Delhi,Meta Ads,0
U14431,2025-09-29,Bangalore,Instagram,0
U14432,2025-10-07,Delhi,Unknown,0
U14433,2025-10-17,Bangalore,Unknown,0
U14434,2025-09-15,Hyderabad,Influencer,0
U14435,2025-09-07,Chennai,Instagram,1
U14436,2025-08-17,Hyderabad,Instagram,0
U14437,2025-10-05,Hyderabad,Meta Ads,0
U14438,2025-09-05,Jaipur,Unknown,0
U14439,2025-10-13,Jaipur,Unknown,0
U14440,2025-08-07,Jaipur,Referral,1
U14441,2025-08-16,Chennai,Affiliate,0
U14442,2025-08-14,Chennai,Unknown,1
U14443,2025-10-19,Mumbai,Affiliate,0
U14444,2025-08-25,Pune,Affiliate,1
U14445,2025-11-13,Mumbai,Unknown,0
U14446,2025-08-04,Lucknow,Meta Ads,1
U14447,2025-12-05,Chennai,Meta Ads,0
U14448,2025-09-25,Chennai,Referral,0
U14449,2025-08-06,Hyderabad,Instagram,0
U14450,2025-12-07,Chennai,Meta Ads,0
U14451,2025-12-07,Kolkata,Google,1
U14452,2025-11-23,Lucknow,Influencer,0
U14453,2025-09-26,Mumbai,Instagram,1
U14454,2025-10-04,Delhi,Google,0
U14455,2025-10-04,Hyderabad,Influencer,1
U14456,2025-11-11,Kolkata,Unknown,0
U14457,2025-08-21,Delhi,Instagram,0
U14458,2025-09-02,Hyderabad,Instagram,0
U14459,2025-08-22,Pune,Google,1
U14460,2025-11-18,Pune,Referral,0
U14461,2025-08-04,Delhi,Influencer,1
U14462,2025-12-18,Kolkata,Influencer,1
U14463,2025-10-13,Chennai,Meta Ads,0
U14464,2025-11-27,Pune,Unknown,1
U14465,2025-11-01,Delhi,Unknown,1
U14466,2025-10-04,Kolkata,Meta Ads,0
U14467,2025-10-04,Hyderabad,Unknown,0
U14468,2025-08-10,Bangalore,Instagram,0
U14469,2025-12-24,Hyderabad,Youtube Ads,0
U14470,2025-09-16,Jaipur,Affiliate,0
U14471,2025-10-05,Chennai,Youtube Ads,1
U14472,2025-09-18,Chennai,Google,0
U14473,2025-08-22,Ahmedabad,Influencer,0
U14474,2025-10-25,Kolkata,Meta Ads,0
U14475,2025-08-26,Bangalore,Instagram,0
U14476,2025-12-15,Delhi,Influencer,1
U14477,2025-12-27,Mumbai,Referral,0
U14478,2025-11-03,Bangalore,Referral,1
U14479,2025-11-15,Delhi,Instagram,0
U14480,2025-12-12,Delhi,Google,1
U14481,2025-08-14,Ahmedabad,Meta Ads,1
U14482,2025-10-10,Ahmedabad,Unknown,0
U14483,2025-10-14,Mumbai,Unknown,1
U14484,2025-11-28,Ahmedabad,Influencer,1
U14485,2025-11-20,Mumbai,Affiliate,0
U14486,2025-09-20,Chennai,Meta Ads,0
U14487,2025-12-08,Delhi,Influencer,1
U14488,2025-12-21,Jaipur,Instagram,1
U14489,2025-09-05,Hyderabad,Affiliate,0
U14490,2025-11-26,Lucknow,Referral,0
U14491,2025-08-04,Mumbai,Youtube Ads,0
U14492,2025-08-06,Delhi,Youtube Ads,0
U14493,2025-11-18,Pune,Influencer,0
U14494,2025-11-07,Ahmedabad,Unknown,1
U14495,2025-11-30,Hyderabad,Influencer,1
U14496,2025-11-25,Delhi,Youtube Ads,0
U14497,2025-11-04,Delhi,Meta Ads,0
U14498,2025-10-06,Pune,Unknown,0
U14499,2025-11-28,Mumbai,Youtube Ads,0
U14500,2025-08-15,Chennai,Affiliate,0
U14501,2025-08-17,Mumbai,Instagram,0
U14502,2025-08-18,Jaipur,Affiliate,1
U14503,2025-11-23,Mumbai,Meta Ads,0
U14504,2025-12-25,Chennai,Referral,0
U14505,2025-10-15,Hyderabad,Meta Ads,0
U14506,2025-10-27,Delhi,Instagram,1
U14507,2025-10-30,Lucknow,Meta Ads,0
U14508,2025-09-17,Jaipur,Referral,0
U14509,2025-08-15,Bangalore,Instagram,1
U14510,2025-12-01,Lucknow,Affiliate,0
U14511,2025-12-05,Ahmedabad,Google,0
U14512,2025-11-06,Hyderabad,Affiliate,0
U14513,2025-10-23,Jaipur,Instagram,0
U14514,2025-09-10,Chennai,Meta Ads,0
U14515,2025-11-04,Mumbai,Referral,0
U14516,2025-10-07,Ahmedabad,Affiliate,0
U14517,2025-08-05,Hyderabad,Instagram,0
U14518,2025-09-22,Mumbai,Referral,0
U14519,2025-11-30,Pune,Youtube Ads,0
U14520,2025-12-14,Delhi,Referral,0
U14521,2025-08-22,Ahmedabad,Referral,0
U14522,2025-11-14,Jaipur,Meta Ads,0
U14523,2025-08-07,Kolkata,Instagram,0
U14524,2025-12-28,Jaipur,Referral,0
U14525,2025-09-15,Mumbai,Referral,0
U14526,2025-08-30,Delhi,Affiliate,0
U14527,2025-12-04,Kolkata,Referral,1
U14528,2025-11-09,Hyderabad,Youtube Ads,1
U14529,2025-12-22,Lucknow,Meta Ads,0
U14530,2025-10-18,Ahmedabad,Google,0
U14531,2025-12-11,Bangalore,Influencer,0
U14532,2025-10-06,Kolkata,Instagram,0
U14533,2025-08-23,Kolkata,Referral,0
U14534,2025-10-13,Lucknow,Youtube Ads,1
U14535,2025-08-05,Jaipur,Youtube Ads,1
U14536,2025-10-21,Hyderabad,Influencer,0
U14537,2025-08-25,Lucknow,Referral,0
U14538,2025-08-08,Delhi,Unknown,0
U14539,2025-12-27,Kolkata,Influencer,0
U14540,2025-08-02,Lucknow,Affiliate,0
U14541,2025-08-22,Pune,Referral,0
U14542,2025-10-11,Delhi,Affiliate,0
U14543,2025-10-26,Jaipur,Affiliate,1
U14544,2025-10-11,Lucknow,Google,0
U14545,2025-10-07,Ahmedabad,Instagram,0
U14546,2025-10-03,Lucknow,Google,0
U14547,2025-11-02,Hyderabad,Instagram,0
U14548,2025-08-19,Chennai,Unknown,0
U14549,2025-12-06,Ahmedabad,Youtube Ads,0
U14550,2025-10-26,Mumbai,Google,0
U14551,2025-10-21,Pune,Affiliate,0
U14552,2025-10-26,Lucknow,Influencer,0
U14553,2025-11-05,Mumbai,Influencer,1
U14554,2025-09-21,Ahmedabad,Referral,0
U14555,2025-10-21,Chennai,Unknown,0
U14556,2025-11-05,Lucknow,Instagram,0
U14557,2025-12-13,Bangalore,Google,0
U14558,2025-11-23,Mumbai,Unknown,0
U14559,2025-10-31,Hyderabad,Meta Ads,0
U14560,2025-08-01,Ahmedabad,Google,1
U14561,2025-10-02,Delhi,Affiliate,0
U14562,2025-08-19,Lucknow,Meta Ads,1
U14563,2025-08-31,Bangalore,Google,0
U14564,2025-10-16,Delhi,Instagram,1
U14565,2025-11-29,Mumbai,Meta Ads,1
U14566,2025-08-24,Lucknow,Youtube Ads,0
U14567,2025-10-08,Kolkata,Meta Ads,0
U14568,2025-09-28,Delhi,Instagram,0
U14569,2025-11-22,Jaipur,Referral,0
U14570,2025-11-09,Ahmedabad,Referral,1
U14571,2025-08-12,Delhi,Influencer,0
U14572,2025-11-27,Lucknow,Influencer,1
U14573,2025-12-17,Delhi,Instagram,0
U14574,2025-11-05,Mumbai,Youtube Ads,0
U14575,2025-12-25,Mumbai,Instagram,0
U14576,2025-09-26,Pune,Instagram,0
U14577,2025-09-11,Delhi,Unknown,0
U14578,2025-11-06,Hyderabad,Meta Ads,0
U14579,2025-08-31,Kolkata,Youtube Ads,1
U14580,2025-08-02,Jaipur,Google,0
U14581,2025-09-01,Lucknow,Unknown,0
U14582,2025-12-16,Bangalore,Youtube Ads,0
U14583,2025-11-13,Hyderabad,Affiliate,1
U14584,2025-12-14,Chennai,Referral,0
U14585,2025-10-14,Chennai,Google,0
U14586,2025-11-13,Mumbai,Referral,0
U14587,2025-12-26,Chennai,Youtube Ads,0
U14588,2025-12-26,Lucknow,Affiliate,0
U14589,2025-12-05,Delhi,Instagram,0
U14590,2025-08-09,Kolkata,Referral,0
U14591,2025-08-15,Chennai,Instagram,1
U14592,2025-11-05,Pune,Referral,0
U14593,2025-11-13,Jaipur,Youtube Ads,1
U14594,2025-10-02,Bangalore,Affiliate,1
U14595,2025-08-21,Delhi,Referral,0
U14596,2025-08-05,Ahmedabad,Affiliate,0
U14597,2025-12-03,Mumbai,Youtube Ads,0
U14598,2025-10-24,Mumbai,Google,1
U14599,2025-11-21,Lucknow,Unknown,0
U14600,2025-10-19,Hyderabad,Affiliate,1
U14601,2025-11-24,Chennai,Referral,0
U14602,2025-11-05,Delhi,Google,0
U14603,2025-08-21,Bangalore,Youtube Ads,1
U14604,2025-10-19,Ahmedabad,Affiliate,0
U14605,2025-09-08,Pune,Referral,0
U14606,2025-11-29,Bangalore,Meta Ads,0
U14607,2025-12-02,Kolkata,Affiliate,0
U14608,2025-12-21,Pune,Affiliate,0
U14609,2025-08-06,Chennai,Instagram,0
U14610,2025-09-25,Ahmedabad,Referral,1
U14611,2025-09-18,Ahmedabad,Unknown,0
U14612,2025-10-31,Bangalore,Affiliate,0
U14613,2025-12-07,Ahmedabad,Influencer,0
U14614,2025-10-04,Lucknow,Google,1
U14615,2025-08-28,Jaipur,Referral,0
U14616,2025-11-08,Lucknow,Unknown,1
U14617,2025-12-26,Bangalore,Referral,0
U14618,2025-10-11,Ahmedabad,Meta Ads,0
U14619,2025-10-04,Ahmedabad,Unknown,0
U14620,2025-09-20,Kolkata,Influencer,0
U14621,2025-09-18,Ahmedabad,Unknown,1
U14622,2025-10-13,Delhi,Affiliate,0
U14623,2025-08-12,Bangalore,Instagram,1
U14624,2025-11-12,Pune,Referral,0
U14625,2025-10-20,Kolkata,Influencer,0
U14626,2025-12-05,Kolkata,Google,0
U14627,2025-08-14,Pune,Meta Ads,0
U14628,2025-09-03,Hyderabad,Influencer,0
U14629,2025-09-17,Chennai,Google,0
U14630,2025-09-30,Jaipur,Instagram,0
U14631,2025-09-04,Delhi,Google,0
U14632,2025-11-27,Mumbai,Referral,0
U14633,2025-10-04,Chennai,Influencer,0
U14634,2025-09-28,Chennai,Google,1
U14635,2025-09-05,Kolkata,Meta Ads,1
U14636,2025-12-25,Ahmedabad,Referral,1
U14637,2025-09-11,Lucknow,Unknown,0
U14638,2025-10-08,Pune,Affiliate,0
U14639,2025-12-25,Pune,Instagram,0
U14640,2025-11-15,Chennai,Instagram,1
U14641,2025-09-08,Chennai,Youtube Ads,0
U14642,2025-10-08,Ahmedabad,Google,0
U14643,2025-08-12,Chennai,Referral,1
U14644,2025-10-22,Pune,Meta Ads,0
U14645,2025-09-05,Bangalore,Affiliate,1
U14646,2025-12-04,Chennai,Meta Ads,0
U14647,2025-10-02,Jaipur,Google,0
U14648,2025-10-15,Bangalore,Meta Ads,0
U14649,2025-10-21,Ahmedabad,Influencer,1
U14650,2025-09-20,Kolkata,Affiliate,1
U14651,2025-09-12,Hyderabad,Referral,0
U14652,2025-09-03,Chennai,Meta Ads,1
U14653,2025-11-05,Ahmedabad,Google,0
U14654,2025-09-18,Lucknow,Influencer,0
U14655,2025-12-24,Kolkata,Influencer,1
U14656,2025-12-03,Lucknow,Google,0
U14657,2025-09-26,Lucknow,Meta Ads,1
U14658,2025-11-01,Mumbai,Influencer,0
U14659,2025-11-17,Ahmedabad,Youtube Ads,1
U14660,2025-08-05,Ahmedabad,Affiliate,0
U14661,2025-08-24,Jaipur,Google,0
U14662,2025-09-28,Mumbai,Meta Ads,0
U14663,2025-09-07,Hyderabad,Affiliate,0
U14664,2025-08-10,Mumbai,Influencer,0
U14665,2025-12-04,Hyderabad,Meta Ads,0
U14666,2025-08-11,Bangalore,Meta Ads,0
U14667,2025-08-24,Kolkata,Referral,1
U14668,2025-10-27,Chennai,Affiliate,1
U14669,2025-11-22,Kolkata,Referral,1
U14670,2025-08-21,Mumbai,Referral,0
U14671,2025-12-26,Hyderabad,Unknown,0
U14672,2025-08-10,Pune,Affiliate,0
U14673,2025-12-21,Chennai,Instagram,0
U14674,2025-12-12,Mumbai,Youtube Ads,0
U14675,2025-10-05,Kolkata,Unknown,0
U14676,2025-11-30,Mumbai,Unknown,0
U14677,2025-12-10,Jaipur,Affiliate,0
U14678,2025-08-23,Kolkata,Unknown,1
U14679,2025-08-13,Bangalore,Unknown,1
U14680,2025-08-16,Pune,Influencer,1
U14681,2025-09-10,Chennai,Youtube Ads,1
U14682,2025-08-01,Jaipur,Google,0
U14683,2025-11-19,Bangalore,Youtube Ads,0
U14684,2025-08-12,Mumbai,Youtube Ads,0
U14685,2025-11-27,Mumbai,Referral,0
U14686,2025-08-20,Hyderabad,Instagram,0
U14687,2025-09-05,Delhi,Affiliate,0
U14688,2025-10-18,Jaipur,Influencer,0
U14689,2025-12-28,Bangalore,Youtube Ads,1
U14690,2025-11-16,Chennai,Google,0
U14691,2025-11-04,Mumbai,Meta Ads,0
U14692,2025-09-28,Ahmedabad,Meta Ads,1
U14693,2025-08-20,Bangalore,Influencer,0
U14694,2025-12-04,Chennai,Instagram,1
U14695,2025-11-05,Kolkata,Youtube Ads,0
U14696,2025-12-21,Mumbai,Youtube Ads,1
U14697,2025-10-01,Bangalore,Influencer,1
U14698,2025-12-09,Ahmedabad,Influencer,0
U14699,2025-11-01,Lucknow,Instagram,0
U14700,2025-10-30,Ahmedabad,Google,1
U14701,2025-12-11,Bangalore,Meta Ads,1
U14702,2025-12-01,Lucknow,Affiliate,0
U14703,2025-10-25,Kolkata,Referral,0
U14704,2025-11-26,Mumbai,Youtube Ads,1
U14705,2025-08-26,Jaipur,Google,0
U14706,2025-11-26,Ahmedabad,Unknown,1
